"Input Type (HIB, HAR, Sequence, or Small Files)"	Size	Wall clock using time command (seconds)	Bytes Read from HDFS	Bytes Written to HDFS	Bytes between Map and Reduce
small files	10	346.24	4852620	21233680	191103120
small files	10	197.03	4852620	21233680	191103120
small files	10	256.02	4852620	21233680	191103120
small files	10	174.79	4852620	21233680	191103120
small files	10	178.88	4852620	21233680	191103120
small files	100	529.85	50342967	21233680	1974732240
small files	100	272.44	50342967	21233680	1974732240
small files	100	372.66	50342967	21233680	1974732240
small files	100	271.27	50342967	21233680	1974732240
small files	100	273.36	50342967	21233680	1974732240
small files	1000
small files	1000
small files	1000
small files	1000
small files	1000
sequence	10	262.2	4853055	21233680	191103120
sequence	10	241	4853055	21233680	191103120
sequence	10
sequence	10
sequence	10
sequence	100	1398.89	50346762	21233680	1974732240
sequence	100	1366.4	50346762	21233680	1974732240
sequence	100
sequence	100
sequence	100
sequence	1000	4754.36	402424315	21233680	20363099120
sequence	1000	4735.1	402424315	21233680	20363099120
sequence	1000
sequence	1000
sequence	1000
sequence	10000	5758.78	4919834808	21233680	198131468080
sequence	10000	5227.96	4919834808	21233680	198131468080
sequence	10000
sequence	10000
sequence	10000
sequence	100000	9371.45	72688538373	21233680	2014205651120
sequence	100000	9432.64	72688538373	21233680	2014205651120
sequence	100000	6525.58	72688538373	21233680	2014205651120
sequence	100000	8508.01	72688538373	21233680	2014205651120
sequence	100000	6601.58	72688538373	21233680	2014205651120
HAR	10
HAR	10
HAR	10
HAR	10
HAR	10
HAR	100
HAR	100
HAR	100
HAR	100
HAR	100
HAR	1000
HAR	1000
HAR	1000
HAR	1000
HAR	1000
HIB	10	264.48	4852692	21233680	191103120
HIB	10	253.52	4852692	21233680	191103120
HIB	10	243.16	4852692	21233680	191103120
HIB	10	242.46	4852692	21233680	191103120
HIB	10	243.9	4852692	21233680	191103120
HIB	100	1583.29	50343711	21233680	1974732240
HIB	100	1358.89	50343711	21233680	1974732240
HIB	100	1349.26	50343711	21233680	1974732240
HIB	100	1350.12	50343711	21233680	1974732240
HIB	100	1423.64	50343711	21233680	1974732240
HIB	1000	4778.37	401783998	21233680	20363099120
HIB	1000	4781.47	401783998	21233680	20363099120
HIB	1000	4735.77	401783998	21233680	20363099120
HIB	1000	6298.33	401783998	21233680	20363099120
HIB	1000
HIB	10000	4721.49	4897121275	21233680	198089000720
HIB	10000	5348.53	4897121275	21233680	198089000720
HIB	10000	5328.2	4897121275	21233680	198089000720
HIB	10000	5321.49	4897121275	21233680	198089000720
HIB	10000	9932.02	4897121275	21233680	198089000720
HIB	100000	7274.45	72161266014	21233680	2013993314320
HIB	100000	7186.74	72161266014	21233680	2013993314320
HIB	100000	7127.01	72161266014	21233680	2013993314320
HIB	100000	7375.2	72161266014	21233680	2013993314320
HIB	100000	7274.45	72161266014	21233680	2013993314320
